user,timestamp,hours,project
jaime,2018-11-26 12:11:58 UTC,0.1,project-00
jaime,2018-11-26 12:11:58 UTC,0.5,project-00
jaime,2018-11-26 12:11:58 UTC,0.5,opsandadmin
jaime,2018-11-26 12:11:58 UTC,4.0,project-26
jaime,2018-11-26 12:11:58 UTC,0.63,opsandadmin
jaime,2018-11-26 12:11:58 UTC,0.57,opsandadmin
jaime,2018-11-26 12:11:00 UTC,1.8,learning
jaime,2018-11-26 12:11:58 UTC,0.07,opsandadmin
ned,2018-11-26 12:08:09 UTC,1.0,project-66
ned,2018-11-26 12:08:09 UTC,1.5,cultureandmanagement
ned,2018-11-26 12:08:09 UTC,0.5,learning
ned,2018-11-26 12:08:09 UTC,2.5,events
ned,2018-11-26 12:08:09 UTC,0.5,cultureandmanagement
ned,2018-11-26 12:08:09 UTC,1.5,transit
jon,2018-11-26 11:49:04 UTC,2.5,project-25
jon,2018-11-26 11:49:04 UTC,1.0,project-25
jon,2018-11-26 11:49:04 UTC,1.75,project-25
jon,2018-11-26 11:49:04 UTC,0.5,project-25
jon,2018-11-26 11:49:04 UTC,0.75,project-25
jon,2018-11-26 11:49:04 UTC,2.0,project-25
sansa,2018-11-26 11:48:33 UTC,1.0,project-32
sansa,2018-11-26 11:48:00 UTC,2.0,transit
sansa,2018-11-26 11:48:33 UTC,2.5,project-51
sansa,2018-11-26 11:48:33 UTC,1.0,project-31
sansa,2018-11-26 11:48:33 UTC,2.0,bizdev
sansa,2018-11-26 11:48:33 UTC,0.5,products
arya,2018-11-26 11:39:16 UTC,6.0,project-32
arya,2018-11-26 11:39:16 UTC,1.0,learning
arya,2018-11-26 11:39:16 UTC,0.5,project-32
robb,2018-11-26 11:31:06 UTC,0.5,bizdev
robb,2018-11-26 11:31:06 UTC,8.0,project-00
theon,2018-11-26 09:00:55 UTC,1.0,project-43
theon,2018-11-26 09:00:55 UTC,0.5,bizdev
theon,2018-11-26 09:00:55 UTC,1.0,opsandadmin
theon,2018-11-26 09:00:55 UTC,5.5,events
bran,2018-11-26 00:00:00 UTC,4.37,project-31
bran,2018-11-26 00:00:00 UTC,1.08,learning
bran,2018-11-26 00:00:00 UTC,0.92,bizdev
bran,2018-11-26 00:00:00 UTC,1.0,learning
bran,2018-11-26 00:00:00 UTC,0.5,project-31
joffrey,2018-11-25 00:00:00 UTC,5.0,project-32
theon,2018-11-25 00:00:00 UTC,5.0,events
cersei,2018-11-24 08:53:46 UTC,2.0,blogideas
hound,2018-11-24 00:00:00 UTC,4.0,finance
catelyn,2018-11-23 13:12:16 UTC,0.93,project-32
catelyn,2018-11-23 13:12:16 UTC,0.95,opsandadmin
catelyn,2018-11-23 13:12:16 UTC,0.18,project-32
catelyn,2018-11-23 13:12:00 UTC,2.37,project-40
catelyn,2018-11-23 13:12:16 UTC,1.1,engineering
catelyn,2018-11-23 13:12:16 UTC,1.18,project-09
arya,2018-11-23 13:10:44 UTC,2.5,project-32
arya,2018-11-23 13:10:44 UTC,3.0,project-32
arya,2018-11-23 13:10:44 UTC,1.5,project-26
arya,2018-11-23 13:10:44 UTC,1.0,project-32
viserys,2018-11-23 10:27:17 UTC,0.64,project-64
viserys,2018-11-23 10:27:17 UTC,0.27,opsandadmin
viserys,2018-11-23 10:27:17 UTC,3.98,project-51
viserys,2018-11-23 10:27:17 UTC,1.89,blogideas
viserys,2018-11-23 10:27:17 UTC,0.88,project-65
ned,2018-11-23 10:22:27 UTC,1.0,project-66
ned,2018-11-23 10:22:27 UTC,1.0,project-28
ned,2018-11-23 10:22:27 UTC,1.5,cultureandmanagement
ned,2018-11-23 10:22:27 UTC,1.0,learning
jon,2018-11-23 10:21:37 UTC,0.25,project-27
jon,2018-11-23 10:21:37 UTC,6.25,project-25
jon,2018-11-23 10:21:37 UTC,1.5,blogideas
tyrion,2018-11-23 00:00:00 UTC,3.08,project-43
sansa,2018-11-23 00:00:00 UTC,2.0,project-32
tyrion,2018-11-23 00:00:00 UTC,0.25,blogideas
tyrion,2018-11-23 00:00:00 UTC,3.42,website
robb,2018-11-23 00:00:00 UTC,1.0,events
theon,2018-11-23 00:00:00 UTC,4.0,blogideas
cersei,2018-11-23 00:00:00 UTC,5.5,blogideas
cersei,2018-11-23 00:00:00 UTC,0.5,project-10
theon,2018-11-23 00:00:00 UTC,1.0,project-43
bran,2018-11-23 00:00:00 UTC,1.5,bizdev
joffrey,2018-11-23 00:00:00 UTC,1.0,project-32
joffrey,2018-11-23 00:00:00 UTC,0.5,project-25
joffrey,2018-11-23 00:00:00 UTC,1.2,cultureandmanagement
joffrey,2018-11-23 00:00:00 UTC,0.5,project-32
joffrey,2018-11-23 00:00:00 UTC,0.5,bizdev
joffrey,2018-11-23 00:00:00 UTC,3.5,project-32
bran,2018-11-23 00:00:00 UTC,0.5,bizdev
bran,2018-11-23 00:00:00 UTC,1.1,project-31
bran,2018-11-23 00:00:00 UTC,0.4,bizdev
bran,2018-11-23 00:00:00 UTC,0.78,bizdev
bran,2018-11-23 00:00:00 UTC,1.78,project-31
bran,2018-11-23 00:00:00 UTC,1.13,project-31
bran,2018-11-23 00:00:00 UTC,1.8,bizdev
khal,2018-11-23 00:00:00 UTC,2.0,project-25
khal,2018-11-23 00:00:00 UTC,5.0,project-10
littlefinger,2018-11-23 00:00:00 UTC,10.0,events
hound,2018-11-23 00:00:00 UTC,3.5,finance
littlefinger,2018-11-23 00:00:00 UTC,3.5,opsandadmin
robb,2018-11-23 00:00:00 UTC,6.0,project-00
sansa,2018-11-23 00:00:00 UTC,2.0,project-31
sansa,2018-11-23 00:00:00 UTC,1.0,project-51
sansa,2018-11-23 00:00:00 UTC,1.0,project-09
sansa,2018-11-23 00:00:00 UTC,2.0,bizdev
hound,2018-11-23 00:00:00 UTC,0.5,opsandadmin
tyrion,2018-11-23 00:00:00 UTC,1.58,blogideas
hound,2018-11-23 00:00:00 UTC,0.5,marketing
hound,2018-11-23 00:00:00 UTC,0.5,blog-ideas
hound,2018-11-23 00:00:00 UTC,1.0,marketing
hound,2018-11-23 00:00:00 UTC,1.5,events
ned,2018-11-22 15:46:48 UTC,0.5,opsandadmin
ned,2018-11-22 15:46:48 UTC,2.0,cultureandmanagement
ned,2018-11-22 15:46:48 UTC,2.0,hiring
ned,2018-11-22 15:46:48 UTC,1.5,project-31
ned,2018-11-22 15:46:48 UTC,1.0,cultureandmanagement
ned,2018-11-22 15:46:48 UTC,1.0,project-66
ned,2018-11-22 15:46:00 UTC,2.0,cultureandmanagement
theon,2018-11-22 15:45:27 UTC,4.0,blogideas
theon,2018-11-22 15:45:27 UTC,3.0,project-43
robb,2018-11-22 15:38:53 UTC,9.0,project-00
viserys,2018-11-22 15:31:05 UTC,3.42,project-51
viserys,2018-11-22 15:31:05 UTC,3.86,blogideas
viserys,2018-11-22 15:31:05 UTC,0.28,opsandadmin
jaime,2018-11-22 15:27:30 UTC,2.0,project-26
jaime,2018-11-22 15:27:30 UTC,0.5,opsandadmin
jaime,2018-11-22 15:27:30 UTC,0.5,project-00
jaime,2018-11-22 15:27:30 UTC,1.0,project-00
jaime,2018-11-22 15:27:30 UTC,0.75,project-00
jaime,2018-11-22 15:27:30 UTC,3.25,project-46
joffrey,2018-11-22 14:12:32 UTC,1.0,project-32
joffrey,2018-11-22 14:12:32 UTC,2.0,project-25
joffrey,2018-11-22 14:12:00 UTC,2.0,bizdev
joffrey,2018-11-22 14:12:00 UTC,1.5,project-32
jon,2018-11-22 11:36:11 UTC,0.5,project-27
jon,2018-11-22 11:36:11 UTC,1.75,project-25
jon,2018-11-22 11:36:11 UTC,1.5,project-25
jon,2018-11-22 11:36:11 UTC,1.0,project-25
jon,2018-11-22 11:36:11 UTC,2.25,project-25
jon,2018-11-22 11:36:11 UTC,0.75,project-25
jon,2018-11-22 11:36:11 UTC,0.5,project-25
davos,2018-11-22 10:58:01 UTC,1.0,cultureandmanagement
davos,2018-11-22 10:58:01 UTC,3.0,project-65
davos,2018-11-22 10:58:01 UTC,2.0,project-06
davos,2018-11-22 10:58:01 UTC,1.0,project-51
samwell,2018-11-22 10:25:18 UTC,7.5,project-26
bran,2018-11-22 00:00:00 UTC,1.08,bizdev
bran,2018-11-22 00:00:00 UTC,1.02,project-31
bran,2018-11-22 00:00:00 UTC,1.25,project-31
bran,2018-11-22 00:00:00 UTC,1.0,project-31
bran,2018-11-22 00:00:00 UTC,2.98,bizdev
stannis,2018-11-22 00:00:00 UTC,3.03,website
jorah,2018-11-22 00:00:00 UTC,1.0,opsandadmin
stannis,2018-11-22 00:00:00 UTC,0.25,website
stannis,2018-11-22 00:00:00 UTC,0.6,project-10
stannis,2018-11-22 00:00:00 UTC,1.6,learning
stannis,2018-11-22 00:00:00 UTC,0.93,learning
stannis,2018-11-22 00:00:00 UTC,0.83,project-00
catelyn,2018-11-22 00:00:00 UTC,4.7,project-09
catelyn,2018-11-22 00:00:00 UTC,1.42,opsandadmin
jorah,2018-11-22 00:00:00 UTC,1.0,bizdev
jorah,2018-11-22 00:00:00 UTC,1.0,pm
jorah,2018-11-22 00:00:00 UTC,0.25,blogideas
jorah,2018-11-22 00:00:00 UTC,1.0,cultureandmanagement
jorah,2018-11-22 00:00:00 UTC,1.0,project-07
jorah,2018-11-22 00:00:00 UTC,0.5,transit
arya,2018-11-22 00:00:00 UTC,6.0,project-32
robert,2018-11-22 00:00:00 UTC,0.5,project-30
robert,2018-11-22 00:00:00 UTC,1.0,project-30
daenerys,2018-11-22 00:00:00 UTC,4.0,blogideas
robert,2018-11-22 00:00:00 UTC,1.5,bizdev
robert,2018-11-22 00:00:00 UTC,2.0,bizdev
robert,2018-11-22 00:00:00 UTC,1.0,bizdev
robert,2018-11-22 00:00:00 UTC,0.5,cultureandmanagement
robert,2018-11-22 00:00:00 UTC,0.5,opsandadmin
robert,2018-11-22 00:00:00 UTC,2.0,transit
robert,2018-11-22 00:00:00 UTC,4.0,events
daenerys,2018-11-22 00:00:00 UTC,1.0,cultureandmanagement
arya,2018-11-22 00:00:00 UTC,2.0,project-26
robert,2018-11-22 00:00:00 UTC,1.0,legal
tyrion,2018-11-22 00:00:00 UTC,3.0,project-43
tyrion,2018-11-22 00:00:00 UTC,2.5,blogideas
daenerys,2018-11-22 00:00:00 UTC,2.0,project-51
daenerys,2018-11-22 00:00:00 UTC,3.0,blogideas
daenerys,2018-11-22 00:00:00 UTC,3.0,project-51
hound,2018-11-22 00:00:00 UTC,0.5,opsandadmin
hound,2018-11-22 00:00:00 UTC,1.0,finance
hound,2018-11-22 00:00:00 UTC,1.0,opsandadmin
hound,2018-11-22 00:00:00 UTC,1.5,finance
hound,2018-11-22 00:00:00 UTC,0.75,opsandadmin
hound,2018-11-22 00:00:00 UTC,0.5,blog-ideas
hound,2018-11-22 00:00:00 UTC,2.0,finance
robert,2018-11-22 00:00:00 UTC,0.5,project-33
cersei,2018-11-22 00:00:00 UTC,8.0,blogideas
littlefinger,2018-11-22 00:00:00 UTC,4.0,hiring
littlefinger,2018-11-22 00:00:00 UTC,3.0,events
littlefinger,2018-11-22 00:00:00 UTC,4.0,opsandadmin
sansa,2018-11-22 00:00:00 UTC,2.0,bizdev
sansa,2018-11-22 00:00:00 UTC,4.0,events
sansa,2018-11-22 00:00:00 UTC,1.0,transit
sansa,2018-11-22 00:00:00 UTC,2.0,project-31
melisandre,2018-11-22 00:00:00 UTC,3.45,project-43
melisandre,2018-11-22 00:00:00 UTC,4.0,project-43
melisandre,2018-11-22 00:00:00 UTC,0.58,opsandadmin
melisandre,2018-11-22 00:00:00 UTC,6.0,learning
melisandre,2018-11-22 00:00:00 UTC,2.0,project-43
robert,2018-11-22 00:00:00 UTC,1.5,strategy
daenerys,2018-11-21 14:49:08 UTC,1.0,blogideas
daenerys,2018-11-21 14:49:08 UTC,1.0,project-51
daenerys,2018-11-21 14:49:00 UTC,5.0,project-51
cersei,2018-11-21 14:44:45 UTC,6.5,blogideas
cersei,2018-11-21 14:44:45 UTC,1.5,learning
tyrion,2018-11-21 14:25:19 UTC,2.13,bizdev
tyrion,2018-11-21 14:25:19 UTC,1.12,learning
tyrion,2018-11-21 14:25:00 UTC,0.95,website
tyrion,2018-11-21 14:25:19 UTC,0.2,blogideas
tyrion,2018-11-21 14:25:19 UTC,3.37,bizdev
tyrion,2018-11-21 14:25:19 UTC,0.93,bizdev
tyrion,2018-11-21 14:25:19 UTC,0.4,project-43
theon,2018-11-21 14:23:11 UTC,5.5,project-43
theon,2018-11-21 14:23:11 UTC,0.5,blogideas
theon,2018-11-21 14:23:11 UTC,1.0,learning
khal,2018-11-21 13:48:32 UTC,7.0,project-05
khal,2018-11-21 13:48:32 UTC,1.0,project-25
jeor,2018-11-21 10:14:21 UTC,7.0,project-05
jeor,2018-11-21 10:14:00 UTC,1.5,bizdev
viserys,2018-11-21 10:04:09 UTC,0.47,blogideas
viserys,2018-11-21 10:04:09 UTC,0.52,project-51
viserys,2018-11-21 10:04:09 UTC,3.49,project-51
viserys,2018-11-21 10:04:09 UTC,1.58,learning
viserys,2018-11-21 10:04:09 UTC,1.12,project-64
viserys,2018-11-21 10:04:09 UTC,0.27,opsandadmin
jorah,2018-11-21 00:00:00 UTC,0.25,project-25
melisandre,2018-11-21 00:00:00 UTC,2.77,project-62
melisandre,2018-11-21 00:00:00 UTC,0.5,project-62
catelyn,2018-11-21 00:00:00 UTC,1.0,opsandadmin
catelyn,2018-11-21 00:00:00 UTC,2.0,cultureandmanagement
catelyn,2018-11-21 00:00:00 UTC,3.0,project-09
stannis,2018-11-21 00:00:00 UTC,5.4,learning
melisandre,2018-11-21 00:00:00 UTC,0.43,opsandadmin
jorah,2018-11-21 00:00:00 UTC,1.25,project-25
jorah,2018-11-21 00:00:00 UTC,0.5,events
hound,2018-11-21 00:00:00 UTC,1.0,opsandadmin
joffrey,2018-11-21 00:00:00 UTC,1.75,bizdev
joffrey,2018-11-21 00:00:00 UTC,1.0,learning
joffrey,2018-11-21 00:00:00 UTC,2.75,project-32
joffrey,2018-11-21 00:00:00 UTC,1.5,project-25
bran,2018-11-21 00:00:00 UTC,8.1,project-31
sansa,2018-11-21 00:00:00 UTC,2.0,project-32
sansa,2018-11-21 00:00:00 UTC,1.0,project-51
sansa,2018-11-21 00:00:00 UTC,1.0,project-62
melisandre,2018-11-21 00:00:00 UTC,1.17,learning
melisandre,2018-11-21 00:00:00 UTC,0.95,learning
melisandre,2018-11-21 00:00:00 UTC,0.47,cultureandmanagement
melisandre,2018-11-21 00:00:00 UTC,0.78,project-43
melisandre,2018-11-21 00:00:00 UTC,0.28,opsandadmin
sansa,2018-11-21 00:00:00 UTC,1.5,learning
robert,2018-11-21 00:00:00 UTC,2.0,transit
robert,2018-11-21 00:00:00 UTC,1.5,bizdev
robb,2018-11-21 00:00:00 UTC,5.5,project-00
robb,2018-11-21 00:00:00 UTC,1.5,learning
sansa,2018-11-21 00:00:00 UTC,1.0,website
littlefinger,2018-11-21 00:00:00 UTC,4.5,hiring
littlefinger,2018-11-21 00:00:00 UTC,2.0,events
littlefinger,2018-11-21 00:00:00 UTC,3.0,opsandadmin
jorah,2018-11-21 00:00:00 UTC,1.0,cultureandmanagement
jorah,2018-11-21 00:00:00 UTC,2.0,bizdev
sansa,2018-11-21 00:00:00 UTC,1.0,bizdev
sansa,2018-11-21 00:00:00 UTC,2.0,project-31
stannis,2018-11-21 00:00:00 UTC,1.57,learning
arya,2018-11-21 00:00:00 UTC,6.0,project-32
hound,2018-11-21 00:00:00 UTC,2.0,finance
hound,2018-11-21 00:00:00 UTC,0.5,opsandadmin
jaime,2018-11-21 00:00:00 UTC,6.0,project-26
jaime,2018-11-21 00:00:00 UTC,1.0,project-00
hound,2018-11-21 00:00:00 UTC,1.5,opsandadmin
robert,2018-11-21 00:00:00 UTC,2.0,bizdev
robert,2018-11-21 00:00:00 UTC,0.5,legal
jorah,2018-11-21 00:00:00 UTC,0.75,blogideas
jorah,2018-11-21 00:00:00 UTC,0.5,project-65
hound,2018-11-21 00:00:00 UTC,1.5,finance
jorah,2018-11-21 00:00:00 UTC,1.5,blogideas
robert,2018-11-21 00:00:00 UTC,2.0,opsandadmin
theon,2018-11-20 15:50:29 UTC,8.0,project-43
jorah,2018-11-20 15:18:00 UTC,1.5,products
jeor,2018-11-20 15:04:06 UTC,3.0,bizdev
jeor,2018-11-20 15:04:06 UTC,3.5,project-05
jeor,2018-11-20 15:04:06 UTC,1.5,project-30
jeor,2018-11-20 15:04:06 UTC,1.0,datastrategy
khal,2018-11-20 12:41:25 UTC,5.0,project-25
khal,2018-11-20 12:41:25 UTC,3.0,project-05
viserys,2018-11-20 12:29:30 UTC,0.98,blogideas
viserys,2018-11-20 12:29:30 UTC,1.4,learning
viserys,2018-11-20 12:29:00 UTC,0.81,learning
viserys,2018-11-20 12:29:30 UTC,0.14,project-65
viserys,2018-11-20 12:29:30 UTC,3.21,blogideas
viserys,2018-11-20 12:29:30 UTC,0.27,project-65
viserys,2018-11-20 12:29:30 UTC,0.13,opsandadmin
viserys,2018-11-20 12:29:30 UTC,0.45,project-51
ned,2018-11-20 12:00:17 UTC,3.0,cultureandmanagement
ned,2018-11-20 12:00:17 UTC,2.5,bizdev
ned,2018-11-20 12:00:17 UTC,2.0,bizdev
cersei,2018-11-20 11:52:15 UTC,8.0,blogideas
robb,2018-11-20 10:40:42 UTC,1.0,events
robb,2018-11-20 10:40:42 UTC,6.0,project-00
jorah,2018-11-20 10:39:49 UTC,1.25,blogideas
jorah,2018-11-20 10:39:49 UTC,0.5,project-43
jorah,2018-11-20 10:39:00 UTC,2.25,products
jorah,2018-11-20 10:39:49 UTC,0.25,project-43
jorah,2018-11-20 10:39:49 UTC,0.5,cultureandmanagement
jorah,2018-11-20 10:39:49 UTC,1.0,hiring
jorah,2018-11-20 10:39:49 UTC,0.5,transit
daenerys,2018-11-20 10:26:32 UTC,3.0,project-51
daenerys,2018-11-20 10:26:32 UTC,3.0,learning
jaime,2018-11-20 08:33:45 UTC,0.5,project-00
jaime,2018-11-20 08:33:45 UTC,3.5,project-26
jaime,2018-11-20 08:33:45 UTC,0.25,opsandadmin
jaime,2018-11-20 08:33:45 UTC,3.0,project-00
jon,2018-11-20 00:00:00 UTC,0.25,project-27
davos,2018-11-20 00:00:00 UTC,0.75,project-64
davos,2018-11-20 00:00:00 UTC,1.0,project-64
davos,2018-11-20 00:00:00 UTC,0.5,project-65
davos,2018-11-20 00:00:00 UTC,0.25,blogideas
davos,2018-11-20 00:00:00 UTC,4.5,project-65
joffrey,2018-11-20 00:00:00 UTC,1.5,project-25
stannis,2018-11-20 00:00:00 UTC,3.11,blogideas
stannis,2018-11-20 00:00:00 UTC,2.6,blogideas
stannis,2018-11-20 00:00:00 UTC,0.77,project-22
catelyn,2018-11-20 00:00:00 UTC,1.0,opsandadmin
catelyn,2018-11-20 00:00:00 UTC,1.0,engineering
catelyn,2018-11-20 00:00:00 UTC,1.0,project-43
catelyn,2018-11-20 00:00:00 UTC,3.0,project-09
jon,2018-11-20 00:00:00 UTC,0.5,project-25
jon,2018-11-20 00:00:00 UTC,4.75,project-25
jon,2018-11-20 00:00:00 UTC,0.75,project-27
jon,2018-11-20 00:00:00 UTC,2.0,project-25
jon,2018-11-20 00:00:00 UTC,0.75,project-25
jon,2018-11-20 00:00:00 UTC,1.0,project-25
jon,2018-11-20 00:00:00 UTC,2.25,project-25
littlefinger,2018-11-20 00:00:00 UTC,2.75,hiring
littlefinger,2018-11-20 00:00:00 UTC,2.75,opsandadmin
littlefinger,2018-11-20 00:00:00 UTC,0.5,events
hound,2018-11-20 00:00:00 UTC,2.5,opsandadmin
hound,2018-11-20 00:00:00 UTC,1.5,finance
hound,2018-11-20 00:00:00 UTC,0.5,finance
hound,2018-11-20 00:00:00 UTC,0.5,marketing
hound,2018-11-20 00:00:00 UTC,1.0,opsandadmin
hound,2018-11-20 00:00:00 UTC,2.0,finance
tyrion,2018-11-20 00:00:00 UTC,0.87,learning
sansa,2018-11-20 00:00:00 UTC,1.0,project-62
sansa,2018-11-20 00:00:00 UTC,2.0,products
sansa,2018-11-20 00:00:00 UTC,1.0,bizdev
bran,2018-11-20 00:00:00 UTC,3.0,bizdev
bran,2018-11-20 00:00:00 UTC,3.1,project-25
bran,2018-11-20 00:00:00 UTC,0.58,cultureandmanagement
bran,2018-11-20 00:00:00 UTC,4.5,bizdev
tyrion,2018-11-20 00:00:00 UTC,1.65,website
tyrion,2018-11-20 00:00:00 UTC,1.98,website
tyrion,2018-11-20 00:00:00 UTC,0.78,datastrategy
sansa,2018-11-20 00:00:00 UTC,1.5,transit
tyrion,2018-11-20 00:00:00 UTC,0.48,website
tyrion,2018-11-20 00:00:00 UTC,1.33,datastrategy
tyrion,2018-11-20 00:00:00 UTC,0.28,project-43
tyrion,2018-11-20 00:00:00 UTC,0.28,website
tyrion,2018-11-20 00:00:00 UTC,1.08,learning
joffrey,2018-11-20 00:00:00 UTC,3.0,bizdev
joffrey,2018-11-20 00:00:00 UTC,1.0,project-25
joffrey,2018-11-20 00:00:00 UTC,0.5,bizdev
sansa,2018-11-20 00:00:00 UTC,2.0,datastrategy
joffrey,2018-11-20 00:00:00 UTC,0.25,project-25
joffrey,2018-11-20 00:00:00 UTC,0.5,project-25
joffrey,2018-11-20 00:00:00 UTC,2.5,project-25
sansa,2018-11-20 00:00:00 UTC,3.0,project-32
sansa,2018-11-20 00:00:00 UTC,1.0,project-09
arya,2018-11-20 00:00:00 UTC,8.0,project-32
ned,2018-11-19 16:40:23 UTC,1.0,bizdev
ned,2018-11-19 16:40:23 UTC,1.0,opsandadmin
jeor,2018-11-19 14:40:38 UTC,0.5,project-64
jeor,2018-11-19 14:40:38 UTC,1.0,project-05
jeor,2018-11-19 14:40:38 UTC,1.0,opsandadmin
jeor,2018-11-19 14:40:38 UTC,5.5,project-70
jeor,2018-11-19 14:40:38 UTC,0.5,datastrategy
davos,2018-11-19 14:39:37 UTC,1.0,project-64
davos,2018-11-19 14:39:37 UTC,0.5,opsandadmin
davos,2018-11-19 14:39:00 UTC,1.0,project-51
davos,2018-11-19 14:39:00 UTC,1.0,project-64
davos,2018-11-19 14:39:37 UTC,2.0,project-65
davos,2018-11-19 14:39:37 UTC,0.5,project-65
davos,2018-11-19 14:39:37 UTC,1.0,opsandadmin
ned,2018-11-19 14:28:17 UTC,2.0,cultureandmanagement
ned,2018-11-19 14:28:17 UTC,1.5,opsandadmin
ned,2018-11-19 14:28:17 UTC,2.0,bizdev
cersei,2018-11-19 13:38:53 UTC,1.0,opsandadmin
cersei,2018-11-19 13:38:53 UTC,7.0,blogideas
cersei,2018-11-19 13:38:00 UTC,0.5,project-10
catelyn,2018-11-19 13:29:00 UTC,0.17,project-00
catelyn,2018-11-19 13:29:38 UTC,0.17,project-32
catelyn,2018-11-19 13:29:38 UTC,0.92,opsandadmin
catelyn,2018-11-19 13:29:38 UTC,0.18,cultureandmanagement
catelyn,2018-11-19 13:29:00 UTC,0.33,opsandadmin
catelyn,2018-11-19 13:29:38 UTC,0.12,opsandadmin
catelyn,2018-11-19 13:29:38 UTC,0.52,opsandadmin
catelyn,2018-11-19 13:29:38 UTC,0.32,cultureandmanagement
catelyn,2018-11-19 13:29:38 UTC,0.2,security
catelyn,2018-11-19 13:29:38 UTC,0.57,opsandadmin
catelyn,2018-11-19 13:29:38 UTC,0.08,opsandadmin
catelyn,2018-11-19 13:29:38 UTC,0.63,cultureandmanagement
catelyn,2018-11-19 13:29:38 UTC,0.73,engineering
catelyn,2018-11-19 13:29:38 UTC,0.28,marketing
catelyn,2018-11-19 13:29:38 UTC,0.12,cultureandmanagement
catelyn,2018-11-19 13:29:38 UTC,0.67,cultureandmanagement
catelyn,2018-11-19 13:29:00 UTC,1.05,cultureandmanagement
robb,2018-11-19 13:24:34 UTC,6.5,project-00
robb,2018-11-19 13:24:34 UTC,1.5,opsandadmin
bran,2018-11-19 13:00:19 UTC,3.0,project-31
bran,2018-11-19 13:00:19 UTC,0.25,project-31
bran,2018-11-19 13:00:19 UTC,0.67,project-31
bran,2018-11-19 13:00:19 UTC,1.58,project-31
bran,2018-11-19 13:00:19 UTC,0.97,cultureandmanagement
bran,2018-11-19 13:00:19 UTC,1.33,bizdev
littlefinger,2018-11-19 12:15:35 UTC,5.0,events
littlefinger,2018-11-19 12:15:00 UTC,3.0,opsandadmin
littlefinger,2018-11-19 12:15:35 UTC,1.0,blogideas
hound,2018-11-19 11:58:06 UTC,1.0,finance
hound,2018-11-19 11:58:06 UTC,1.25,transit
hound,2018-11-19 11:58:06 UTC,1.25,opsandadmin
hound,2018-11-19 11:58:06 UTC,0.5,blogideas
hound,2018-11-19 11:58:06 UTC,0.5,marketing
hound,2018-11-19 11:58:00 UTC,1.0,finance
hound,2018-11-19 11:58:06 UTC,1.5,opsandadmin
viserys,2018-11-19 10:10:02 UTC,2.21,blogideas
viserys,2018-11-19 10:10:02 UTC,0.12,opsandadmin
viserys,2018-11-19 10:10:02 UTC,0.28,opsandadmin
viserys,2018-11-19 10:10:02 UTC,0.59,opsandadmin
viserys,2018-11-19 10:10:02 UTC,0.25,opsandadmin
